is_bug_fix,revisionNo,message
0,144,"Overhaul unit tests to include more test cases, and begin to establish a decentframework for these black-box tests. Added : /trunk/core/test/data Added : /trunk/core/test/data/blackbox Added : /trunk/core/test/data/blackbox/qrcode1 Added : /trunk/core/test/data/blackbox/qrcode1/1.txt Added : /trunk/core/test/data/blackbox/qrcode1/10.txt Added : /trunk/core/test/data/blackbox/qrcode1/11.txt Added : /trunk/core/test/data/blackbox/qrcode1/12.txt Added : /trunk/core/test/data/blackbox/qrcode1/13.txt Added : /trunk/core/test/data/blackbox/qrcode1/14.txt Added : /trunk/core/test/data/blackbox/qrcode1/15.txt Added : /trunk/core/test/data/blackbox/qrcode1/16.txt Added : /trunk/core/test/data/blackbox/qrcode1/17.txt Added : /trunk/core/test/data/blackbox/qrcode1/18.txt Added : /trunk/core/test/data/blackbox/qrcode1/19.txt Added : /trunk/core/test/data/blackbox/qrcode1/2.txt Added : /trunk/core/test/data/blackbox/qrcode1/20.jpg Added : /trunk/core/test/data/blackbox/qrcode1/20.txt Added : /trunk/core/test/data/blackbox/qrcode1/3.txt Added : /trunk/core/test/data/blackbox/qrcode1/4.txt Added : /trunk/core/test/data/blackbox/qrcode1/5.txt Added : /trunk/core/test/data/blackbox/qrcode1/6.txt Added : /trunk/core/test/data/blackbox/qrcode1/7.txt Added : /trunk/core/test/data/blackbox/qrcode1/8.txt Added : /trunk/core/test/data/blackbox/qrcode1/9.txt Added : /trunk/core/test/data/blackbox/qrcode2 Added : /trunk/core/test/data/blackbox/qrcode2/1.url Added : /trunk/core/test/data/blackbox/qrcode2/2.url Added : /trunk/core/test/data/blackbox/upc1 Added : /trunk/core/test/data/blackbox/upc1/1.jpg Added : /trunk/core/test/data/blackbox/upc1/1.txt Added : /trunk/core/test/data/blackbox/upc1/2.jpg Added : /trunk/core/test/data/blackbox/upc1/2.txt Added : /trunk/core/test/data/blackbox/upc1/20.txt Added : /trunk/core/test/data/blackbox/upc1/21.txt Added : /trunk/core/test/data/blackbox/upc1/3.jpg Added : /trunk/core/test/data/blackbox/upc1/3.txt Added : /trunk/core/test/data/blackbox/upc1/4.jpg Added : /trunk/core/test/data/blackbox/upc1/4.txt Added : /trunk/core/test/data/blackbox/upc1/5.jpg Added : /trunk/core/test/data/blackbox/upc1/5.txt Added : /trunk/core/test/data/blackbox/upc1/6.jpg Added : /trunk/core/test/data/blackbox/upc1/6.txt Added : /trunk/core/test/data/blackbox/upc1/7.jpg Added : /trunk/core/test/data/blackbox/upc1/7.txt Added : /trunk/core/test/data/blackbox/upc1/8.jpg Added : /trunk/core/test/data/blackbox/upc1/8.txt Added : /trunk/core/test/data/blackbox/upc1/9.jpg Added : /trunk/core/test/data/blackbox/upc1/9.txt Added : /trunk/core/test/src/com/google/zxing/common/AbstractBlackBoxTestCase.java Added : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeReaderExternalTestCase.java "
0,145,More test cases from Enrique G. S. Added : /trunk/core/test/data/blackbox/upc2 Added : /trunk/core/test/data/blackbox/upc2/1.JPG Added : /trunk/core/test/data/blackbox/upc2/10.JPG Added : /trunk/core/test/data/blackbox/upc2/10.txt Added : /trunk/core/test/data/blackbox/upc2/11.JPG Added : /trunk/core/test/data/blackbox/upc2/11.txt Added : /trunk/core/test/data/blackbox/upc2/12.JPG Added : /trunk/core/test/data/blackbox/upc2/12.txt Added : /trunk/core/test/data/blackbox/upc2/13.JPG Added : /trunk/core/test/data/blackbox/upc2/13.txt Added : /trunk/core/test/data/blackbox/upc2/14.JPG Added : /trunk/core/test/data/blackbox/upc2/14.txt Added : /trunk/core/test/data/blackbox/upc2/15.JPG Added : /trunk/core/test/data/blackbox/upc2/15.txt Added : /trunk/core/test/data/blackbox/upc2/16.JPG Added : /trunk/core/test/data/blackbox/upc2/16.txt Added : /trunk/core/test/data/blackbox/upc2/17.JPG Added : /trunk/core/test/data/blackbox/upc2/17.txt Added : /trunk/core/test/data/blackbox/upc2/18.JPG Added : /trunk/core/test/data/blackbox/upc2/18.txt Added : /trunk/core/test/data/blackbox/upc2/19.JPG Added : /trunk/core/test/data/blackbox/upc2/19.txt Added : /trunk/core/test/data/blackbox/upc2/2.JPG Added : /trunk/core/test/data/blackbox/upc2/2.txt Added : /trunk/core/test/data/blackbox/upc2/20.JPG Added : /trunk/core/test/data/blackbox/upc2/20.txt Added : /trunk/core/test/data/blackbox/upc2/21.JPG Added : /trunk/core/test/data/blackbox/upc2/21.txt Added : /trunk/core/test/data/blackbox/upc2/22.JPG Added : /trunk/core/test/data/blackbox/upc2/22.txt Added : /trunk/core/test/data/blackbox/upc2/23.txt Added : /trunk/core/test/data/blackbox/upc2/24.txt Added : /trunk/core/test/data/blackbox/upc2/3.JPG Added : /trunk/core/test/data/blackbox/upc2/3.txt Added : /trunk/core/test/data/blackbox/upc2/30.JPG Added : /trunk/core/test/data/blackbox/upc2/30.txt Added : /trunk/core/test/data/blackbox/upc2/4.JPG Added : /trunk/core/test/data/blackbox/upc2/4.txt Added : /trunk/core/test/data/blackbox/upc2/5.JPG Added : /trunk/core/test/data/blackbox/upc2/5.txt Added : /trunk/core/test/data/blackbox/upc2/6.JPG Added : /trunk/core/test/data/blackbox/upc2/6.txt Added : /trunk/core/test/data/blackbox/upc2/7.JPG Added : /trunk/core/test/data/blackbox/upc2/7.txt Added : /trunk/core/test/data/blackbox/upc2/8.JPG Added : /trunk/core/test/data/blackbox/upc2/8.txt Added : /trunk/core/test/data/blackbox/upc2/9.JPG Added : /trunk/core/test/data/blackbox/upc2/9.txt Added : /trunk/core/test/data/blackbox/upc2/README Added : /trunk/core/test/src/com/google/zxing/UPCReaderBlackBox2TestCase.java 
0,146,Updates for 0.2.1 Modified : /trunk/CHANGES Modified : /trunk/build.properties 
0,147,"Oops, now need to include JUnit locally Modified : /trunk/core/build.xml Added : /trunk/core/lib Added : /trunk/core/lib/junit-LICENSE.html Added : /trunk/core/lib/junit.jar "
1,148,"Name of midlet is &quot;ZXingMIDlet&quot;, not &quot;ZXingMidlet&quot;! Modified : /trunk/javame/src/com/google/zxing/client/j2me/MANIFEST.MF.template "
0,149,"Slightly friendlier, more generic error message when no barcode is found Modified : /trunk/javame/src/com/google/zxing/client/j2me/SnapshotThread.java Modified : /trunk/javame/src/com/google/zxing/client/j2me/ZXingMIDlet.java "
0,150,Edited wiki page through web user interface. Modified : /wiki/GetTheReader.wiki 
0,151,Updates for 0.2.2 Modified : /trunk/CHANGES Modified : /trunk/build.properties 
0,152,Few more fixes to how tests are run Modified : /trunk/core/build.xml 
0,153,Added getSize() Modified : /trunk/core/src/com/google/zxing/common/BitArray.java 
1,154,Explictly add Yes/No commands to &quot;Open xxx&quot; dialog to ensure that both optionsshow on all platforms Modified : /trunk/javame/src/com/google/zxing/client/j2me/ZXingMIDlet.java 
0,155,Checks that dependencies are built now and produces an appropriate warningmessage. Modified : /trunk/javame/build.xml Modified : /trunk/javase/build.xml Modified : /trunk/rim/build.xml 
0,156,Now any valid game key will trigger capture Modified : /trunk/javame/src/com/google/zxing/client/j2me/VideoCanvas.java 
0,157,Implemented possible workaround for Nokias that want to use capture://image andmay have trouble with default image encoding in getSnapshot() Modified : /trunk/javame/src/com/google/zxing/client/j2me/SnapshotThread.java Modified : /trunk/javame/src/com/google/zxing/client/j2me/ZXingMIDlet.java 
0,158,Now does something with UPC codes. :) Modified : /trunk/javame/src/com/google/zxing/client/j2me/ZXingMIDlet.java 
0,159,Major refactoring of 1D barcode code. Moved into com.google.zxing.oned package.Misc. other changes to support this refactoring Modified : /trunk/core/src/com/google/zxing/BarcodeFormat.java Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java Modified : /trunk/core/src/com/google/zxing/common/BlackPointEstimator.java Added : /trunk/core/src/com/google/zxing/common/GenericResultPoint.java Added : /trunk/core/src/com/google/zxing/oned Added : /trunk/core/src/com/google/zxing/oned/AbstractOneDReader.java Added : /trunk/core/src/com/google/zxing/oned/AbstractUPCEANReader.java Added : /trunk/core/src/com/google/zxing/oned/Code128Reader.java Added : /trunk/core/src/com/google/zxing/oned/Code39Reader.java Added : /trunk/core/src/com/google/zxing/oned/EAN13Reader.java Added : /trunk/core/src/com/google/zxing/oned/EAN8Reader.java Added : /trunk/core/src/com/google/zxing/oned/MultiFormatOneDReader.java Added : /trunk/core/src/com/google/zxing/oned/MultiFormatUPCEANReader.java Added : /trunk/core/src/com/google/zxing/oned/OneDReader.java Added : /trunk/core/src/com/google/zxing/oned/UPCAReader.java Added : /trunk/core/src/com/google/zxing/oned/UPCEANReader.java Added : /trunk/core/src/com/google/zxing/oned/UPCEReader.java Deleted : /trunk/core/src/com/google/zxing/upc Modified : /trunk/core/test/src/com/google/zxing/UPCReaderBlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeReaderBlackBoxTestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeReaderExternalTestCase.java Modified : /trunk/core/test/src/com/google/zxing/upc/UPCReaderBlackBoxTestCase.java Modified : /trunk/javame/src/com/google/zxing/client/j2me/LCDUIImageMonochromeBitmapSource.java Modified : /trunk/javase/src/com/google/zxing/client/j2se/BufferedImageMonochromeBitmapSource.java 
0,160,Now fails if ProGuard can't run Modified : /trunk/javame/build.xml 
0,161,Updates for 0.3 Modified : /trunk/CHANGES Modified : /trunk/build.properties 
0,162,Small improvement to display of unexpected errors Modified : /trunk/javame/src/com/google/zxing/client/j2me/ZXingMIDlet.java 
1,163,&quot;Inline&quot; library jars passed to ProGuard to avoid issues with path names withspace on Windows Modified : /trunk/javame/build.xml 
0,164,Edited wiki page through web user interface. Modified : /wiki/GetTheReader.wiki 
0,165,Clean up some javadoc warnings Modified : /trunk/build.xml 
0,166,Removed unnecessary second decodeRow() method Modified : /trunk/core/src/com/google/zxing/oned/MultiFormatUPCEANReader.java 
0,167,Minor javadoc fix Modified : /trunk/core/src/com/google/zxing/oned/AbstractUPCEANReader.java 
1,168,Ignores exception when trying to stop auto-focus to handle devices that don'tsupport this Modified : /trunk/javame/src/com/google/zxing/client/j2me/AdvancedMultimediaManager.java 
0,169,Edited wiki page through web user interface. Modified : /wiki/InterestingLinks.wiki 
0,170,Edited wiki page through web user interface. Modified : /wiki/GettingStarted.wiki 
0,171,Edited wiki page through web user interface. Modified : /wiki/FrequentlyAskedQuestions.wiki 
0,172,Shrunk big images -- more of a challenging test now Modified : /trunk/core/test/data/blackbox/qrcode1/1.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/10.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/11.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/12.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/13.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/14.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/15.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/16.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/17.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/18.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/19.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/2.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/20.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/3.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/4.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/5.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/6.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/7.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/8.jpg Modified : /trunk/core/test/data/blackbox/qrcode1/9.jpg 
0,173,Make images smaller for a better test Modified : /trunk/core/test/data/blackbox/upc1/1.jpg Modified : /trunk/core/test/data/blackbox/upc1/10.jpg Modified : /trunk/core/test/data/blackbox/upc1/11.jpg Modified : /trunk/core/test/data/blackbox/upc1/12.jpg Modified : /trunk/core/test/data/blackbox/upc1/13.jpg Modified : /trunk/core/test/data/blackbox/upc1/14.jpg Modified : /trunk/core/test/data/blackbox/upc1/15.jpg Modified : /trunk/core/test/data/blackbox/upc1/16.jpg Modified : /trunk/core/test/data/blackbox/upc1/17.jpg Modified : /trunk/core/test/data/blackbox/upc1/18.jpg Modified : /trunk/core/test/data/blackbox/upc1/19.jpg Modified : /trunk/core/test/data/blackbox/upc1/2.jpg Modified : /trunk/core/test/data/blackbox/upc1/20.jpg Modified : /trunk/core/test/data/blackbox/upc1/21.jpg Modified : /trunk/core/test/data/blackbox/upc1/3.jpg Modified : /trunk/core/test/data/blackbox/upc1/4.jpg Modified : /trunk/core/test/data/blackbox/upc1/5.jpg Modified : /trunk/core/test/data/blackbox/upc1/6.jpg Modified : /trunk/core/test/data/blackbox/upc1/7.jpg Modified : /trunk/core/test/data/blackbox/upc1/8.jpg Modified : /trunk/core/test/data/blackbox/upc1/9.jpg 
0,174,Now make sure javase is built before running tests Modified : /trunk/core/build.xml 
0,175,"Check fewer lines, and make sure we don't run off the top/bottom of image Modified : /trunk/core/src/com/google/zxing/oned/AbstractOneDReader.java "
0,176,Small optimization to check ranges of bits set in BitArray in bulk Modified : /trunk/core/src/com/google/zxing/common/BitArray.java Modified : /trunk/core/src/com/google/zxing/oned/AbstractUPCEANReader.java Modified : /trunk/core/test/src/com/google/zxing/common/BitArrayTestCase.java 
0,177,"Changes to be consistent with Android client, including a rename Added : /trunk/javame/BarcodeReader.jad.template Deleted : /trunk/javame/ZXingReader.jad.template Modified : /trunk/javame/build.xml Modified : /trunk/javame/src/com/google/zxing/client/j2me/MANIFEST.MF.template Modified : /trunk/javame/src/com/google/zxing/client/j2me/SnapshotThread.java Modified : /trunk/javame/src/com/google/zxing/client/j2me/ZXingMIDlet.java "
0,178,"Better icon, consistent with Android client Modified : /trunk/javame/res/zxing-icon.png "
0,179,Edited wiki page through web user interface. Modified : /wiki/DeveloperNotes.wiki 
0,180,Major reorg of test cases Added : /trunk/core/test/data/blackbox/README Added : /trunk/core/test/data/blackbox/ean13-1 Added : /trunk/core/test/data/blackbox/ean13-1/10.JPG Added : /trunk/core/test/data/blackbox/ean13-1/10.txt Added : /trunk/core/test/data/blackbox/ean13-1/12.JPG Added : /trunk/core/test/data/blackbox/ean13-1/12.txt Added : /trunk/core/test/data/blackbox/ean13-1/13.JPG Added : /trunk/core/test/data/blackbox/ean13-1/13.txt Added : /trunk/core/test/data/blackbox/ean13-1/14.JPG Added : /trunk/core/test/data/blackbox/ean13-1/14.txt Added : /trunk/core/test/data/blackbox/ean13-1/15.JPG Added : /trunk/core/test/data/blackbox/ean13-1/15.txt Added : /trunk/core/test/data/blackbox/ean13-1/16.JPG Added : /trunk/core/test/data/blackbox/ean13-1/16.txt Added : /trunk/core/test/data/blackbox/ean13-1/18.JPG Added : /trunk/core/test/data/blackbox/ean13-1/18.txt Added : /trunk/core/test/data/blackbox/ean13-1/19.JPG Added : /trunk/core/test/data/blackbox/ean13-1/19.txt Added : /trunk/core/test/data/blackbox/ean13-1/30.JPG Added : /trunk/core/test/data/blackbox/ean13-1/30.txt Added : /trunk/core/test/data/blackbox/ean13-1/31.JPG Added : /trunk/core/test/data/blackbox/ean13-1/31.txt Added : /trunk/core/test/data/blackbox/ean13-1/32.JPG Added : /trunk/core/test/data/blackbox/ean13-1/32.txt Added : /trunk/core/test/data/blackbox/ean13-1/5.JPG Added : /trunk/core/test/data/blackbox/ean13-1/6.JPG Added : /trunk/core/test/data/blackbox/ean13-1/6.txt Added : /trunk/core/test/data/blackbox/ean13-1/7.JPG Added : /trunk/core/test/data/blackbox/ean13-1/7.txt Added : /trunk/core/test/data/blackbox/ean13-1/8.JPG Added : /trunk/core/test/data/blackbox/ean13-1/8.txt Added : /trunk/core/test/data/blackbox/ean13-1/9.JPG Added : /trunk/core/test/data/blackbox/ean13-1/9.txt Deleted : /trunk/core/test/data/blackbox/qrcode1 Deleted : /trunk/core/test/data/blackbox/qrcode2 Deleted : /trunk/core/test/data/blackbox/upc1 Deleted : /trunk/core/test/data/blackbox/upc2 Added : /trunk/core/test/data/blackbox/upca-1/27.JPG Added : /trunk/core/test/data/blackbox/upca-1/27.txt Added : /trunk/core/test/data/blackbox/upca-1/28.JPG Added : /trunk/core/test/data/blackbox/upca-1/28.txt Added : /trunk/core/test/data/blackbox/upca-1/29.JPG Added : /trunk/core/test/data/blackbox/upca-1/29.txt Deleted : /trunk/core/test/data/blackbox/upca-1/6.jpg Deleted : /trunk/core/test/data/blackbox/upca-1/7.jpg Deleted : /trunk/core/test/src/com/google/zxing/UPCReaderBlackBox2TestCase.java Added : /trunk/core/test/src/com/google/zxing/oned Added : /trunk/core/test/src/com/google/zxing/oned/UPCABlackBox1TestCase.java Added : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeBlackBox2TestCase.java Deleted : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeReaderExternalTestCase.java 
